,TIME,HHWS_TEMP,HHWR_TEMP,HHWFLOW,CHWS_TEMP,CHWR_TEMP,CHWFLOW,HHWMBH
0,2019-12-31 23:00:00,185.52,140.68,117.35,42.01,47.05,385.02,2630.99
1,2019-12-31 22:00:00,186.41,140.45,112.65,41.59,47.62,408.43,2588.7
2,2019-12-31 21:00:00,186.74,141.2,108.01,41.76,48.51,437.7,2459.39
3,2019-12-31 20:00:00,186.76,142.48,108.86,41.42,48.6,455.53,2410.16
4,2019-12-31 19:00:00,186.68,142.77,104.45,41.64,49.3,513.55,2293.2
5,2019-12-31 18:00:00,187.66,142.92,81.58,41.78,50.15,595.18,1824.94
6,2019-12-31 17:00:00,189.18,142.52,74.42,41.86,50.71,692.59,1736.22
7,2019-12-31 16:00:00,189.05,142.38,75.3,41.85,51.22,745.5,1757.13
8,2019-12-31 15:00:00,189.07,142.91,74.5,41.96,51.19,750.62,1719.46
9,2019-12-31 14:00:00,188.88,143.88,76.96,41.9,51.0,733.84,1731.6
10,2019-12-31 13:00:00,188.01,143.18,88.79,42.0,50.86,685.29,1990.23
11,2019-12-31 12:00:00,191.89,145.62,101.78,42.17,50.33,614.21,2354.68
12,2019-12-31 11:00:00,190.97,146.97,119.13,42.01,49.47,568.69,2620.86
13,2019-12-31 10:00:00,188.2,148.62,151.55,41.91,48.46,501.24,2999.17
14,2019-12-31 09:00:00,189.16,145.48,163.0,41.81,46.77,424.44,3559.92
15,2019-12-31 08:00:00,187.04,144.59,195.0,42.04,45.88,395.21,4138.87
16,2019-12-31 07:00:00,187.28,144.06,190.12,41.38,45.67,361.46,4108.49
17,2019-12-31 06:00:00,187.74,143.46,182.69,41.96,45.71,355.83,4044.76
18,2019-12-31 05:00:00,187.74,144.16,164.48,41.39,45.58,352.55,3584.02
19,2019-12-31 04:00:00,188.49,144.97,150.0,41.59,45.73,349.43,3264.0
20,2019-12-31 03:00:00,188.0,143.92,147.7,42.1,45.49,348.68,3255.31
21,2019-12-31 02:00:00,188.01,143.72,135.19,41.84,45.21,335.96,2993.78
22,2019-12-31 01:00:00,189.03,143.84,129.59,41.46,45.4,333.16,2928.09
23,2019-12-31 00:00:00,188.46,143.39,132.12,41.77,46.19,351.38,2977.32
24,2019-12-30 23:00:00,188.68,143.7,140.33,42.23,46.35,367.75,3156.02
25,2019-12-30 22:00:00,188.25,143.64,145.44,41.67,46.5,382.6,3244.04
26,2019-12-30 21:00:00,188.01,144.3,144.32,41.61,47.4,401.73,3154.11
27,2019-12-30 20:00:00,188.4,144.9,135.5,41.5,48.08,431.77,2947.12
28,2019-12-30 19:00:00,189.34,148.71,138.79,42.23,47.86,428.48,2819.52
29,2019-12-30 18:00:00,190.38,152.83,141.21,42.99,49.25,487.75,2651.22
30,2019-12-30 17:00:00,191.34,153.04,134.91,42.92,49.32,501.01,2583.53
31,2019-12-30 16:00:00,190.9,155.18,148.58,42.14,49.24,531.73,2653.64
32,2019-12-30 15:00:00,190.29,152.81,140.23,42.15,48.98,542.27,2627.91
33,2019-12-30 14:00:00,189.42,149.67,138.7,41.69,48.16,467.92,2756.66
34,2019-12-30 13:00:00,188.64,149.02,156.37,41.88,48.44,451.54,3097.69
35,2019-12-30 12:00:00,188.51,149.3,167.82,41.85,48.31,444.5,3290.11
36,2019-12-30 11:00:00,187.89,147.75,190.73,43.2,47.49,420.19,3827.95
37,2019-12-30 10:00:00,187.4,145.26,188.58,41.67,47.13,424.15,3973.38
38,2019-12-30 09:00:00,187.89,144.88,184.4,41.87,46.53,403.33,3965.52
39,2019-12-30 08:00:00,188.05,143.93,184.91,42.95,45.96,379.89,4079.11
40,2019-12-30 07:00:00,187.27,143.33,192.23,41.45,45.42,369.98,4223.29
41,2019-12-30 06:00:00,187.39,143.25,185.17,41.45,45.47,367.51,4086.7
42,2019-12-30 05:00:00,187.9,143.37,167.06,41.45,45.3,371.16,3719.59
43,2019-12-30 04:00:00,188.06,144.51,151.48,41.45,45.26,343.32,3298.48
44,2019-12-30 03:00:00,187.78,144.18,144.53,41.45,45.43,349.69,3150.75
45,2019-12-30 02:00:00,188.64,144.49,133.16,41.39,45.37,349.57,2939.51
46,2019-12-30 01:00:00,189.02,143.02,128.4,41.29,45.39,350.82,2953.2
47,2019-12-30 00:00:00,188.04,143.61,146.9,41.51,45.84,362.85,3263.38
48,2019-12-29 23:00:00,188.5,143.65,149.67,41.45,46.07,374.77,3356.35
49,2019-12-29 22:00:00,187.94,143.9,162.13,41.45,46.4,394.06,3570.1
50,2019-12-29 21:00:00,188.33,142.74,152.66,41.45,46.8,414.79,3479.88
51,2019-12-29 20:00:00,187.88,141.76,142.2,41.45,46.85,426.6,3279.13
52,2019-12-29 19:00:00,188.17,144.38,148.67,41.45,46.86,435.04,3255.13
53,2019-12-29 18:00:00,188.13,147.59,155.84,41.45,47.17,434.25,3158.88
54,2019-12-29 17:00:00,188.39,148.76,148.19,41.49,47.84,459,2936.38
55,2019-12-29 16:00:00,189.2,148.15,138.17,41.32,48.3,485.13,2835.94
56,2019-12-29 15:00:00,188.94,149.28,143.78,41.54,48.37,503.25,2851.16
57,2019-12-29 14:00:00,188.34,148.68,149.29,41.7,48.19,488.93,2960.42
58,2019-12-29 13:00:00,188.58,149.58,162.2,41.31,47.94,463.53,3162.9
59,2019-12-29 12:00:00,188.26,148.84,183.51,41.7,47.42,441.81,3616.98
60,2019-12-29 11:00:00,187.76,146.53,192.3,41.76,46.49,407.41,3964.26
61,2019-12-29 10:00:00,185.43,143.96,204.14,41.38,45.49,354.21,4232.84
62,2019-12-29 09:00:00,186.83,143.84,193.4,41.77,45.7,368.53,4157.13
63,2019-12-29 08:00:00,188.07,142.92,212.41,41.53,45.56,364.81,4795.16
64,2019-12-29 07:00:00,188.43,141.95,220.92,41.69,45.59,365.03,5134.18
65,2019-12-29 06:00:00,184.75,140.74,222.58,41.64,45.66,377.11,4897.87
66,2019-12-29 05:00:00,186.23,142.45,201.79,41.62,45.42,373.3,4417.18
67,2019-12-29 04:00:00,187.04,142.76,182.12,41.62,45.34,368.41,4032.14
68,2019-12-29 03:00:00,188.64,141.91,162.35,41.62,45.34,369.36,3793.31
69,2019-12-29 02:00:00,187.78,141.21,152.81,41.62,45.41,370.11,3558.18
70,2019-12-29 01:00:00,188.11,139.87,139.59,41.62,45.36,367.39,3366.91
71,2019-12-29 00:00:00,187.93,140.03,143.64,41.62,45.76,374.97,3440.18
72,2019-12-28 23:00:00,188.76,141.76,141.94,41.62,46.11,380.3,3335.59
73,2019-12-28 22:00:00,188.3,142.06,157.49,41.62,46.18,380.67,3641.17
74,2019-12-28 21:00:00,187.8,141.36,145.71,41.62,46.74,398.44,3383.39
75,2019-12-28 20:00:00,188.39,141.07,135.56,41.54,46.94,412.2,3207.35
76,2019-12-28 19:00:00,188.85,145.4,138.8,41.48,47.05,448.01,3015.43
77,2019-12-28 18:00:00,188.3,147.4,150.18,41.29,47.74,446.23,3071.18
78,2019-12-28 17:00:00,189.97,150.29,131.03,41.22,48.26,474.65,2599.64
79,2019-12-28 16:00:00,191.03,149.24,129.49,41.33,48.95,535.35,2705.69
80,2019-12-28 15:00:00,189.97,149.12,131.65,41.88,48.98,544.74,2688.95
81,2019-12-28 14:00:00,188.44,148.91,151.56,41.76,48.67,500.87,2995.58
82,2019-12-28 13:00:00,188.55,146.95,148.18,41.52,48.0,497.51,3082.14
83,2019-12-28 12:00:00,188.19,148.38,168.37,41.44,47.46,470.11,3351.4
84,2019-12-28 11:00:00,188.18,147.16,180.48,41.72,46.27,422.88,3701.64
85,2019-12-28 10:00:00,187.38,146.66,184.75,41.58,45.94,381.65,3761.51
86,2019-12-28 09:00:00,188.48,145.08,207.52,41.65,45.46,368.65,4503.18
87,2019-12-28 08:00:00,188.07,143.27,238.49,41.62,45.46,367.56,5342.18
88,2019-12-28 07:00:00,187.21,143.76,251.69,41.62,45.5,370.12,5467.97
89,2019-12-28 06:00:00,187.74,142.87,230.15,41.62,45.71,372.39,5163.42
90,2019-12-28 05:00:00,187.35,142.05,222.81,41.62,45.59,374.54,5046.65
91,2019-12-28 04:00:00,186.55,142.54,196.41,41.55,45.45,368.65,4322.0
92,2019-12-28 03:00:00,187.08,143.03,187.68,41.64,45.39,367.72,4133.65
93,2019-12-28 02:00:00,187.81,142.57,175.52,41.62,45.32,369.26,3970.26
94,2019-12-28 01:00:00,188.51,142.07,166.21,41.46,45.29,367.57,3859.4
95,2019-12-28 00:00:00,188.12,142.08,175.59,41.62,45.65,373.59,4042.08
96,2019-12-27 23:00:00,188.24,141.65,172.38,41.62,45.75,375.75,4015.59
97,2019-12-27 22:00:00,187.77,140.48,176.48,41.38,45.91,381.6,4172.87
98,2019-12-27 21:00:00,187.92,140.91,164.16,41.73,46.78,410.33,3858.58
99,2019-12-27 20:00:00,187.9,141.33,156.36,41.7,46.53,409.42,3640.84
100,2019-12-27 19:00:00,188.25,145.62,166.18,41.4,46.92,431.39,3542.13
101,2019-12-27 18:00:00,188.16,148.22,160.76,41.2,47.22,441.73,3210.38
102,2019-12-27 17:00:00,188.1,149.08,159.78,41.18,47.97,471.77,3117.31
103,2019-12-27 16:00:00,188.55,150.26,149.58,41.37,48.9,547.03,2863.71
104,2019-12-27 15:00:00,189.53,148.75,132.96,41.75,48.9,567.59,2711.05
105,2019-12-27 14:00:00,189.4,148.74,140.1,41.7,48.55,559.92,2848.23
106,2019-12-27 13:00:00,188.97,146.8,142.21,41.67,48.46,534.22,2998.5
107,2019-12-27 12:00:00,188.33,146.7,166.4,41.3,47.9,483.12,3463.62
108,2019-12-27 11:00:00,187.76,148.46,177.89,41.85,46.85,429.66,3495.54
109,2019-12-27 10:00:00,188.27,148.39,198.91,41.71,46.08,391.51,3966.27
110,2019-12-27 09:00:00,187.9,147.94,237.68,41.55,45.47,376.2,4748.85
111,2019-12-27 08:00:00,187.75,143.12,259.46,41.44,45.29,367.75,5789.85
112,2019-12-27 07:00:00,185.99,143.41,269.62,41.6,45.49,368.9,5740.21
113,2019-12-27 06:00:00,186.93,142.13,255.92,41.44,45.48,367.49,5732.61
114,2019-12-27 05:00:00,185.01,141.75,228.86,41.44,45.5,371.47,4950.24
115,2019-12-27 04:00:00,186.69,144.31,197.83,41.44,45.54,368.32,4192.02
116,2019-12-27 03:00:00,187.08,143.81,193.21,41.64,45.6,371.21,4180.1
117,2019-12-27 02:00:00,188.23,144.22,181.39,41.44,45.59,376.65,3991.49
118,2019-12-27 01:00:00,187.26,143.58,177.11,41.49,45.65,375.08,3868.08
119,2019-12-27 00:00:00,187.98,143.13,198.12,41.52,45.93,386.95,4442.84
120,2019-12-26 23:00:00,188.32,143.73,208.07,41.49,45.87,401.75,4638.92
121,2019-12-26 22:00:00,187.85,143.21,218.15,41.41,46.19,407.17,4869.11
122,2019-12-26 21:00:00,188.11,141.8,204.24,41.44,46.42,415.88,4729.18
123,2019-12-26 20:00:00,187.87,142.99,196.23,41.49,46.91,425.8,4403.4
124,2019-12-26 19:00:00,188.11,144.27,200.4,41.94,46.92,416.44,4392.77
125,2019-12-26 18:00:00,186.15,144.8,206.49,41.94,46.92,410.65,4269.18
126,2019-12-26 17:00:00,187.0,145.63,193.01,41.52,46.27,406.03,3992.41
127,2019-12-26 16:00:00,187.27,147.06,190.44,41.74,47.01,420.35,3828.8
128,2019-12-26 15:00:00,186.78,149.03,190.24,41.89,46.74,415.87,3590.78
129,2019-12-26 14:00:00,188.15,148.47,193.3,41.93,46.15,410.67,3835.07
130,2019-12-26 13:00:00,187.88,149.12,195.54,41.55,46.26,408.39,3789.57
131,2019-12-26 12:00:00,188.68,148.53,210.3,41.44,45.64,381.49,4221.77
132,2019-12-26 11:00:00,188.21,146.95,232.04,41.44,45.75,384.58,4786.99
133,2019-12-26 10:00:00,187.37,147.21,241.63,41.29,45.56,388.56,4851.93
134,2019-12-26 09:00:00,188.43,147.67,263.85,41.79,45.65,380.89,5377.26
135,2019-12-26 08:00:00,188.36,146.19,266.05,42.56,45.71,377.45,5609.66
136,2019-12-26 07:00:00,188.98,144.34,278.24,41.26,45.23,383.48,6210.32
137,2019-12-26 06:00:00,185.41,143.86,270.24,41.26,45.23,383.11,5614.24
138,2019-12-26 05:00:00,187.91,143.06,249.14,41.29,45.25,395.13,5586.96
139,2019-12-26 04:00:00,183.71,144.57,219.89,41.29,45.39,404.9,4303.25
140,2019-12-26 03:00:00,186.97,143.64,184.83,41.29,45.55,397.51,4004.34
141,2019-12-26 02:00:00,188.28,142.19,153.99,41.44,45.38,400.51,3548.7
142,2019-12-26 01:00:00,188.67,142.3,146.08,41.3,45.46,398.91,3386.86
143,2019-12-26 00:00:00,188.41,139.59,166.27,41.29,45.61,405.85,4058.65
144,2019-12-25 23:00:00,187.83,139.36,163.81,41.29,45.91,417.48,3969.94
145,2019-12-25 22:00:00,187.96,139.82,153.24,40.95,45.91,430.03,3688.49
146,2019-12-25 21:00:00,187.95,140.58,142.26,41.0,45.91,428.57,3369.43
147,2019-12-25 20:00:00,188.46,140.91,139.19,41.21,46.01,424.16,3309.24
148,2019-12-25 19:00:00,188.13,142.62,140.18,41.29,46.04,420.43,3189.8
149,2019-12-25 18:00:00,187.58,139.34,134.14,41.13,46.04,430.22,3235.46
150,2019-12-25 17:00:00,186.0,139.97,129.47,41.29,46.42,453.27,2979.75
151,2019-12-25 16:00:00,185.37,140.52,116.7,41.17,46.54,463.48,2617.0
152,2019-12-25 15:00:00,186.14,142.03,111.83,40.95,46.97,469.94,2466.41
153,2019-12-25 14:00:00,190.04,143.56,101.5,41.21,47.05,495.75,2358.86
154,2019-12-25 13:00:00,187.76,146.02,114.63,40.78,46.9,472.2,2392.33
155,2019-12-25 12:00:00,188.55,145.13,132.54,41.57,46.38,441.79,2877.44
156,2019-12-25 11:00:00,188.32,144.1,141.41,41.22,46.07,433.36,3126.58
157,2019-12-25 10:00:00,188.99,144.45,145.54,41.24,46.09,440.69,3241.18
158,2019-12-25 09:00:00,188.09,143.13,178.78,41.15,46.04,427.23,4018.97
159,2019-12-25 08:00:00,186.91,142.69,194.9,41.15,46.04,431.59,4309.24
160,2019-12-25 07:00:00,186.9,142.41,193.0,41.15,45.66,408.88,4293.29
161,2019-12-25 06:00:00,186.82,143.26,191.83,41.37,45.52,405.01,4178.06
162,2019-12-25 05:00:00,187.85,144.32,172.69,41.28,45.24,409.58,3758.6
163,2019-12-25 04:00:00,187.95,145.71,156.66,41.15,45.46,415.9,3308.66
164,2019-12-25 03:00:00,188.5,143.58,150.99,41.15,45.54,426.71,3391.24
165,2019-12-25 02:00:00,188.03,143.36,147.93,41.25,45.36,426.05,3304.02
166,2019-12-25 01:00:00,188.33,143.08,137.72,41.16,45.28,403.91,3115.92
167,2019-12-25 00:00:00,188.0,141.05,147.49,41.25,45.65,408.54,3462.33
168,2019-12-24 23:00:00,188.04,140.01,146.74,41.0,45.96,413.89,3523.96
169,2019-12-24 22:00:00,188.37,140.51,138.72,41.0,46.2,432.21,3319.57
170,2019-12-24 21:00:00,187.91,140.99,138.58,41.22,46.2,434.6,3251.09
171,2019-12-24 20:00:00,188.34,141.32,133.81,41.0,46.29,437.94,3145.87
172,2019-12-24 19:00:00,188.15,141.96,134.56,41.0,46.62,449.59,3107.66
173,2019-12-24 18:00:00,188.82,141.92,132.09,41.0,46.96,455.73,3097.51
174,2019-12-24 17:00:00,184.55,143.4,131.66,41.24,47.15,473.96,2708.9
175,2019-12-24 16:00:00,185.46,144.39,120.62,41.09,47.59,495.89,2476.93
176,2019-12-24 15:00:00,185.81,146.51,117.38,40.93,47.82,543.14,2306.52
177,2019-12-24 14:00:00,186.04,147.85,113.91,40.75,48.66,556.73,2175.11
178,2019-12-24 13:00:00,191.92,147.19,110.68,41.41,48.72,582.77,2475.36
179,2019-12-24 12:00:00,190.41,146.62,123.88,41.29,48.55,539.95,2712.35
180,2019-12-24 11:00:00,189.44,147.42,133.98,41.38,47.76,510.45,2814.92
181,2019-12-24 10:00:00,187.85,149.63,182.67,41.74,46.71,457.59,3490.82
182,2019-12-24 09:00:00,188.24,146.85,198.02,41.26,46.59,438,4098.02
183,2019-12-24 08:00:00,188.36,144.21,210.5,41.11,46.28,418.96,4646.79
184,2019-12-24 07:00:00,186.59,141.52,218.31,41.24,46.2,425.53,4919.62
185,2019-12-24 06:00:00,186.18,142.86,200.3,41.24,46.13,421.47,4338.5
186,2019-12-24 05:00:00,187.55,142.85,177.7,41.24,45.7,426.83,3971.6
187,2019-12-24 04:00:00,187.99,143.92,159.36,41.24,45.7,422.76,3511.5
188,2019-12-24 03:00:00,188.25,143.25,151.15,41.24,45.7,429.8,3400.88
189,2019-12-24 02:00:00,188.11,143.76,144.28,40.83,45.7,422.78,3199.41
190,2019-12-24 01:00:00,188.35,142.28,136.6,41.16,45.97,414.78,3146.58
191,2019-12-24 00:00:00,188.28,142.84,145.26,41.47,46.47,426.43,3300.31
192,2019-12-23 23:00:00,188.34,141.38,150.92,41.1,46.71,439.41,3543.6
193,2019-12-23 22:00:00,187.96,141.91,159.88,41.44,46.71,438.96,3681.24
194,2019-12-23 21:00:00,188.13,142.74,149.48,41.23,46.82,436.57,3392.45
195,2019-12-23 20:00:00,188.34,141.93,146.04,41.21,46.71,444.85,3388.86
196,2019-12-23 19:00:00,188.32,143.91,159.57,41.25,46.71,455.91,3543.25
197,2019-12-23 18:00:00,187.97,146.86,174.42,41.1,46.71,460.37,3585.2
198,2019-12-23 17:00:00,188.22,147.74,161.99,41.15,46.97,474.89,3278.68
199,2019-12-23 16:00:00,187.72,145.96,157.1,41.25,47.0,469.42,3280.25
200,2019-12-23 15:00:00,188.55,145.13,140.15,41.02,47.02,471.63,3042.66
201,2019-12-23 14:00:00,188.27,146.72,150.78,41.2,47.2,500.21,3132.45
202,2019-12-23 13:00:00,188.68,146.81,160.72,40.89,47.21,462.62,3364.67
203,2019-12-23 12:00:00,187.88,144.65,153.3,41.05,47.42,461.93,3313.58
204,2019-12-23 11:00:00,188.47,146.43,159.55,41.28,47.68,453.21,3353.74
205,2019-12-23 10:00:00,188.8,145.76,158.75,41.23,47.33,418.29,3416.3
206,2019-12-23 09:00:00,188.49,143.32,174.44,42.16,47.03,411.59,3939.73
207,2019-12-23 08:00:00,188.11,141.81,178.61,42.92,46.89,402.9,4134.82
208,2019-12-23 07:00:00,187.9,142.11,176.7,41.67,46.66,406.36,4045.55
209,2019-12-23 06:00:00,187.89,143.85,170.89,42.23,46.65,399.44,3763.0
210,2019-12-23 05:00:00,188.17,144.85,157.75,41.89,46.45,411.52,3416.86
211,2019-12-23 04:00:00,187.82,143.85,147.24,41.81,46.37,397.47,3237.07
212,2019-12-23 03:00:00,188.35,144.91,134.44,42.0,46.26,384.9,2920.04
213,2019-12-23 02:00:00,188.84,141.36,122.27,41.99,46.41,402.22,2902.69
214,2019-12-23 01:00:00,186.22,138.95,124.97,42.19,46.15,391.62,2953.67
215,2019-12-23 00:00:00,184.33,137.4,124.21,41.67,46.87,406.41,2914.59
216,2019-12-22 23:00:00,185.45,139.55,117.27,41.85,47.59,452.36,2691.35
217,2019-12-22 22:00:00,186.85,141.53,112.54,41.49,48.11,483.66,2550.16
218,2019-12-22 21:00:00,185.99,140.35,108.19,41.75,48.64,525.75,2468.9
219,2019-12-22 20:00:00,187.84,143.87,96.65,41.95,48.96,556.14,2124.85
220,2019-12-22 19:00:00,187.76,147.76,97.27,41.84,48.78,577.54,1945.4
221,2019-12-22 18:00:00,187.31,147.59,103.85,41.66,48.8,558.74,2062.46
222,2019-12-22 17:00:00,188.0,149.29,101.08,41.61,49.25,608.75,1956.4
223,2019-12-22 16:00:00,186.9,150.05,109.44,41.77,49.84,657.24,2016.43
224,2019-12-22 15:00:00,187.82,148.65,95.77,41.92,50.17,684.76,1875.66
225,2019-12-22 14:00:00,187.43,144.83,88.26,41.84,50.33,694.88,1879.94
226,2019-12-22 13:00:00,188.21,148.99,93.01,41.62,50.26,673.56,1823.93
227,2019-12-22 12:00:00,190.28,152.24,104.27,42.33,50.03,647.84,1983.22
228,2019-12-22 11:00:00,193.08,151.16,116.09,42.13,49.58,565.6,2433.25
229,2019-12-22 10:00:00,188.78,149.82,148.73,42.43,47.87,481.85,2897.26
230,2019-12-22 09:00:00,188.35,144.01,129.82,42.14,47.53,440.9,2878.11
231,2019-12-22 08:00:00,188.45,142.64,128.62,41.87,47.01,404.05,2946.04
232,2019-12-22 07:00:00,188.37,142.26,129.75,41.69,46.87,388.66,2991.39
233,2019-12-22 06:00:00,186.66,140.7,128.81,42.04,46.76,380.2,2960.05
234,2019-12-22 05:00:00,186.1,142.15,115.08,42.18,46.1,381.28,2528.88
235,2019-12-22 04:00:00,187.3,141.67,101.71,41.71,45.93,372.62,2320.51
236,2019-12-22 03:00:00,187.24,142.66,97.98,41.85,46.43,383.34,2183.97
237,2019-12-22 02:00:00,188.18,141.56,91.29,42.05,46.6,396.04,2127.97
238,2019-12-22 01:00:00,187.9,139.47,94.88,41.67,46.62,401.77,2297.52
239,2019-12-22 00:00:00,187.79,138.32,92.21,41.61,48.59,437.42,2280.81
240,2019-12-21 23:00:00,188.33,138.95,92.58,41.99,48.52,495.7,2285.8
241,2019-12-21 22:00:00,187.15,139.9,103.55,41.4,48.87,492.3,2446.37
242,2019-12-21 21:00:00,186.53,141.89,103.32,41.63,48.99,528.31,2306.1
243,2019-12-21 20:00:00,188.14,141.87,88.76,41.55,49.47,560.53,2053.46
244,2019-12-21 19:00:00,187.73,143.92,94.01,41.91,50.02,587.22,2059.29
245,2019-12-21 18:00:00,188.36,145.85,91.03,42.03,50.45,633.97,1934.84
246,2019-12-21 17:00:00,188.57,146.15,81.35,42.03,50.67,698.64,1725.43
247,2019-12-21 16:00:00,191.27,145.8,75.05,41.79,50.86,767.03,1706.26
248,2019-12-21 15:00:00,189.2,146.95,78.75,41.95,50.86,831.93,1663.59
249,2019-12-21 14:00:00,190.15,146.74,77.94,41.6,50.86,807.55,1691.69
250,2019-12-21 13:00:00,188.42,146.1,87.03,41.8,50.93,776.21,1841.55
251,2019-12-21 12:00:00,187.78,145.48,94.64,41.87,50.38,709.05,2001.64
252,2019-12-21 11:00:00,186.76,147.56,107.47,41.91,49.84,612,2106.41
253,2019-12-21 10:00:00,191.4,145.62,111.32,42.6,49.04,541.71,2548.11
254,2019-12-21 09:00:00,189.37,144.08,123.1,43.38,47.93,504.64,2787.6
255,2019-12-21 08:00:00,188.99,143.16,124.94,42.08,47.73,466.46,2863.0
256,2019-12-21 07:00:00,188.54,141.33,129.84,41.79,47.33,448.53,3064.87
257,2019-12-21 06:00:00,185.96,143.01,134.76,41.96,47.62,404.65,2893.97
258,2019-12-21 05:00:00,185.64,145.19,119.24,41.87,46.94,414.92,2411.63
259,2019-12-21 04:00:00,186.27,144.6,115.0,41.69,46.71,394.01,2396.03
260,2019-12-21 03:00:00,186.96,144.77,105.77,42.48,46.75,402.87,2231.22
261,2019-12-21 02:00:00,186.81,144.87,101.78,41.65,47.02,400.54,2134.33
262,2019-12-21 01:00:00,188.53,145.58,98.01,41.72,47.69,420.35,2104.76
263,2019-12-21 00:00:00,187.49,142.39,103.48,41.89,48.45,451.89,2333.47
264,2019-12-20 23:00:00,187.46,141.76,106.79,41.82,48.6,524.93,2440.15
265,2019-12-20 22:00:00,185.87,140.12,113.84,41.41,49.04,532.24,2604.09
266,2019-12-20 21:00:00,187.67,139.33,96.07,41.9,49.39,558.98,2322.01
267,2019-12-20 20:00:00,187.5,142.95,96.81,41.78,49.92,611.38,2156.44
268,2019-12-20 19:00:00,186.03,148.54,113.24,41.9,50.2,651.74,2122.68
269,2019-12-20 18:00:00,189.53,153.57,98.13,41.9,50.5,710.79,1764.38
270,2019-12-20 17:00:00,190.85,154.57,91.69,41.85,51.02,779.78,1663.26
271,2019-12-20 16:00:00,193.77,154.24,84.5,41.73,51.29,826.82,1670.14
272,2019-12-20 15:00:00,191.79,153.17,84.97,41.73,51.43,861.49,1640.77
273,2019-12-20 14:00:00,190.35,154.39,93.42,42.03,51.36,837.97,1679.69
274,2019-12-20 13:00:00,187.63,153.87,104.49,42.03,50.74,784.25,1763.79
275,2019-12-20 12:00:00,194.13,152.04,115.3,41.66,50.63,707.65,2426.49
276,2019-12-20 11:00:00,190.88,150.25,126.62,42.29,49.68,630.62,2572.29
277,2019-12-20 10:00:00,189.25,150.25,149.59,42.06,48.53,550.78,2917.0
278,2019-12-20 09:00:00,188.59,147.49,168.09,42.03,47.69,489.97,3454.25
279,2019-12-20 08:00:00,188.29,144.63,180.82,41.79,47.2,404.42,3947.3
280,2019-12-20 07:00:00,187.19,143.53,190.46,42.07,46.63,384.98,4157.74
281,2019-12-20 06:00:00,187.88,144.21,172.5,42.13,46.46,373.31,3766.54
282,2019-12-20 05:00:00,187.63,145.04,153.3,41.64,46.29,376.6,3264.52
283,2019-12-20 04:00:00,188.47,147.28,145.07,42.16,46.44,380.01,2987.72
284,2019-12-20 03:00:00,188.53,146.47,139.93,41.97,46.47,386.53,2942.73
285,2019-12-20 02:00:00,189.19,147.28,132.38,41.9,46.41,390.11,2774.02
286,2019-12-20 01:00:00,189.4,146.13,131.63,41.67,46.13,379.29,2847.82
287,2019-12-20 00:00:00,188.94,145.14,131.03,41.62,47.16,403.19,2869.56
288,2019-12-19 23:00:00,188.95,144.31,131.86,42.09,47.48,446.05,2943.12
289,2019-12-19 22:00:00,189.39,144.33,131.0,41.78,47.52,446.54,2951.43
290,2019-12-19 21:00:00,186.58,145.36,133.82,41.71,47.9,464.96,2758.03
291,2019-12-19 20:00:00,189.9,147.44,125.43,41.91,47.9,462.58,2662.88
292,2019-12-19 19:00:00,188.66,146.99,137.83,41.84,47.79,491.23,2871.69
293,2019-12-19 18:00:00,185.89,148.34,131.11,41.55,48.62,524.96,2461.59
294,2019-12-19 17:00:00,186.28,153.02,118.95,41.81,49.65,584.47,1978.14
295,2019-12-19 16:00:00,186.03,153.98,122.68,41.81,50.18,672.24,1965.95
296,2019-12-19 15:00:00,189.39,154.79,103.35,41.81,49.79,668.73,1787.95
297,2019-12-19 14:00:00,194.31,151.39,112.76,41.81,49.96,692.09,2419.83
298,2019-12-19 13:00:00,191.06,150.84,127.8,42.17,50.12,626.17,2570.06
299,2019-12-19 12:00:00,189.88,149.25,135.19,42.88,49.34,587.22,2746.38
300,2019-12-19 11:00:00,188.34,150.63,157.86,42.64,48.08,484.64,2976.45
301,2019-12-19 10:00:00,188.49,151.35,180.66,41.87,47.23,445.62,3354.86
302,2019-12-19 09:00:00,187.36,149.28,187.61,41.63,46.58,427.77,3572.09
303,2019-12-19 08:00:00,188.48,146.89,209.77,42.61,46.92,399.19,4362.17
304,2019-12-19 07:00:00,185.67,147.13,209.2,40.89,48.23,387.98,4031.28
305,2019-12-19 06:00:00,187.0,147.89,183.57,43.59,51.48,375.08,3589.71
306,2019-12-19 05:00:00,188.13,149.24,158.75,45.18,46.91,2.97,3086.89
307,2019-12-19 04:00:00,186.93,148.8,172.45,44.0,46.57,2.97,3287.76
308,2019-12-19 03:00:00,187.98,144.46,151.83,42.53,45.96,3.07,3303.82
309,2019-12-19 02:00:00,183.18,142.3,163.38,41.65,45.32,3.47,3339.49
310,2019-12-19 01:00:00,187.77,143.66,106.85,41.52,45.99,231.3,2356.58
311,2019-12-19 00:00:00,188.04,141.84,149.4,41.53,46.85,381.14,3451.14
312,2019-12-18 23:00:00,188.18,142.05,153.07,41.53,47.53,414.86,3530.56
313,2019-12-18 22:00:00,188.14,142.78,144.45,41.62,47.66,429.48,3276.13
314,2019-12-18 21:00:00,188.83,144.83,133.21,41.48,47.94,421.49,2930.62
315,2019-12-18 20:00:00,188.5,144.24,130.24,41.35,48.16,431.95,2882.21
