,TIME,HHWS_TEMP,HHWR_TEMP,FLOW,MBH
0,2019-12-31 23:00:00,154.16,140.42,118.77,815.95
1,2019-12-31 22:00:00,166.72,155.0,406.54,2382.32
2,2019-12-31 21:00:00,166.26,155.11,406.36,2265.46
3,2019-12-31 20:00:00,165.96,155.29,406.63,2169.37
4,2019-12-31 19:00:00,166.09,155.51,406.25,2149.06
5,2019-12-31 18:00:00,165.51,155.62,406.97,2012.47
6,2019-12-31 17:00:00,165.32,156.19,407.13,1858.55
7,2019-12-31 16:00:00,165.6,156.61,406.53,1827.35
8,2019-12-31 15:00:00,165.66,157.11,407.06,1740.18
9,2019-12-31 14:00:00,165.3,156.39,407.29,1814.48
10,2019-12-31 13:00:00,165.42,156.01,407.38,1916.72
11,2019-12-31 12:00:00,166.83,158.06,412.41,1808.42
12,2019-12-31 11:00:00,167.78,158.66,426.92,1946.76
13,2019-12-31 10:00:00,166.81,156.85,426.92,2126.06
14,2019-12-31 09:00:00,166.21,155.38,426.92,2311.77
15,2019-12-31 08:00:00,165.52,152.73,426.92,2730.15
16,2019-12-31 07:00:00,133.82,116.81,419.64,3569.04
17,2019-12-31 06:00:00,116.34,92.09,194.68,2360.5
18,2019-12-31 05:00:00,126.4,93.87,89.32,1452.79
19,2019-12-31 04:00:00,128.88,97.68,89.32,1393.39
20,2019-12-31 03:00:00,133.1,100.34,89.53,1466.5
21,2019-12-31 02:00:00,139.99,102.97,89.63,1659.05
22,2019-12-31 01:00:00,146.61,117.21,89.32,1313.0
23,2019-12-31 00:00:00,148.13,123.76,88.93,1083.61
24,2019-12-30 23:00:00,153.4,139.74,108.05,737.98
25,2019-12-30 22:00:00,165.46,153.78,389.32,2273.63
26,2019-12-30 21:00:00,165.86,153.81,389.42,2346.26
27,2019-12-30 20:00:00,165.82,154.15,389.7,2273.9
28,2019-12-30 19:00:00,166.12,154.64,389.07,2233.26
29,2019-12-30 18:00:00,165.98,155.07,387.71,2114.96
30,2019-12-30 17:00:00,165.66,155.23,386.52,2015.7
31,2019-12-30 16:00:00,165.64,154.88,385.42,2073.56
32,2019-12-30 15:00:00,167.19,157.86,407.3,1900.05
33,2019-12-30 14:00:00,167.84,158.61,428.27,1976.47
34,2019-12-30 13:00:00,167.58,157.86,428.27,2081.39
35,2019-12-30 12:00:00,167.0,156.96,428.27,2149.92
36,2019-12-30 11:00:00,166.71,156.66,428.27,2152.06
37,2019-12-30 10:00:00,166.14,155.36,428.27,2308.38
38,2019-12-30 09:00:00,165.88,154.87,428.27,2357.63
39,2019-12-30 08:00:00,165.61,153.2,428.27,2657.42
40,2019-12-30 07:00:00,135.8,118.62,428.33,3679.35
41,2019-12-30 06:00:00,116.42,93.78,248.83,2816.76
42,2019-12-30 05:00:00,125.2,94.21,148.41,2299.61
43,2019-12-30 04:00:00,128.34,98.27,148.41,2231.34
44,2019-12-30 03:00:00,132.62,103.33,148.41,2173.46
45,2019-12-30 02:00:00,138.44,109.8,148.41,2125.23
46,2019-12-30 01:00:00,146.77,117.26,156.35,2306.94
47,2019-12-30 00:00:00,151.97,131.5,168.24,1721.94
48,2019-12-29 23:00:00,154.93,144.3,181.37,963.98
49,2019-12-29 22:00:00,166.41,156.81,429.49,2061.55
50,2019-12-29 21:00:00,166.3,156.66,429.49,2070.14
51,2019-12-29 20:00:00,166.52,156.86,429.49,2074.44
52,2019-12-29 19:00:00,166.9,157.53,429.49,2012.16
53,2019-12-29 18:00:00,167.63,158.26,429.49,2012.16
54,2019-12-29 17:00:00,168.03,158.79,429.49,1984.24
55,2019-12-29 16:00:00,168.07,158.78,429.49,1994.98
56,2019-12-29 15:00:00,168.29,159.38,429.49,1913.38
57,2019-12-29 14:00:00,168.18,158.96,429.49,1979.95
58,2019-12-29 13:00:00,167.37,157.7,429.49,2076.58
59,2019-12-29 12:00:00,166.86,156.81,429.49,2158.19
60,2019-12-29 11:00:00,166.19,155.55,429.49,2284.89
61,2019-12-29 10:00:00,166.73,155.67,429.49,2375.08
62,2019-12-29 09:00:00,166.19,154.42,429.49,2527.55
63,2019-12-29 08:00:00,164.43,150.22,429.49,3051.53
64,2019-12-29 07:00:00,132.48,114.85,427.87,3771.67
65,2019-12-29 06:00:00,115.15,91.36,229.59,2730.97
66,2019-12-29 05:00:00,124.43,91.77,122.45,1999.61
67,2019-12-29 04:00:00,127.84,96.21,122.41,1935.91
68,2019-12-29 03:00:00,132.6,101.23,121.66,1908.24
69,2019-12-29 02:00:00,139.16,107.29,120.48,1919.85
70,2019-12-29 01:00:00,146.23,115.48,119.28,1833.93
71,2019-12-29 00:00:00,150.92,130.9,118.5,1186.18
72,2019-12-28 23:00:00,153.74,144.09,140.12,676.08
73,2019-12-28 22:00:00,166.29,156.16,425.09,2153.08
74,2019-12-28 21:00:00,166.35,156.68,425.09,2055.31
75,2019-12-28 20:00:00,166.58,156.78,425.09,2082.94
76,2019-12-28 19:00:00,167.26,157.82,425.09,2006.42
77,2019-12-28 18:00:00,167.69,158.18,425.09,2021.3
78,2019-12-28 17:00:00,167.86,158.54,425.09,1980.92
79,2019-12-28 16:00:00,168.46,159.43,425.09,1919.28
80,2019-12-28 15:00:00,168.6,159.47,425.09,1940.54
81,2019-12-28 14:00:00,168.16,158.65,425.09,2021.3
82,2019-12-28 13:00:00,167.07,157.64,425.09,2004.3
83,2019-12-28 12:00:00,166.69,156.55,425.09,2155.21
84,2019-12-28 11:00:00,166.37,155.54,425.09,2301.86
85,2019-12-28 10:00:00,166.34,154.63,425.09,2488.9
86,2019-12-28 09:00:00,165.79,153.19,425.09,2678.07
87,2019-12-28 08:00:00,162.54,147.45,425.09,3207.3
88,2019-12-28 07:00:00,131.03,113.17,422.6,3773.82
89,2019-12-28 06:00:00,113.92,90.79,252.48,2919.93
90,2019-12-28 05:00:00,123.92,90.57,128.1,2136.07
91,2019-12-28 04:00:00,127.24,94.5,124.03,2030.37
92,2019-12-28 03:00:00,131.57,100.27,122.65,1919.47
93,2019-12-28 02:00:00,136.63,107.78,121.56,1753.5
94,2019-12-28 01:00:00,145.24,114.96,120.21,1819.98
95,2019-12-28 00:00:00,151.66,129.94,117.94,1280.83
96,2019-12-27 23:00:00,154.83,143.65,134.26,750.51
97,2019-12-27 22:00:00,165.86,155.62,430.83,2205.85
98,2019-12-27 21:00:00,165.81,155.59,430.83,2201.54
99,2019-12-27 20:00:00,166.28,156.18,430.83,2175.69
100,2019-12-27 19:00:00,166.52,156.47,430.83,2164.92
101,2019-12-27 18:00:00,167.13,156.91,430.83,2201.54
102,2019-12-27 17:00:00,167.93,158.58,430.83,2014.13
103,2019-12-27 16:00:00,168.61,159.4,430.83,1983.97
104,2019-12-27 15:00:00,168.85,159.3,430.83,2057.21
105,2019-12-27 14:00:00,167.71,158.36,430.83,2014.13
106,2019-12-27 13:00:00,167.02,157.09,430.83,2139.07
107,2019-12-27 12:00:00,166.79,156.4,430.83,2238.16
108,2019-12-27 11:00:00,165.99,155.66,430.83,2225.24
109,2019-12-27 10:00:00,166.02,155.24,430.83,2322.17
110,2019-12-27 09:00:00,166.33,154.29,430.83,2593.6
111,2019-12-27 08:00:00,163.99,149.91,430.83,3033.04
112,2019-12-27 07:00:00,132.63,114.98,426.48,3763.69
113,2019-12-27 06:00:00,114.55,93.63,251.25,2628.08
114,2019-12-27 05:00:00,122.99,93.96,125.18,1816.99
115,2019-12-27 04:00:00,126.54,98.52,125.04,1751.81
116,2019-12-27 03:00:00,130.56,101.21,124.8,1831.44
117,2019-12-27 02:00:00,142.88,105.49,124.64,2330.14
118,2019-12-27 01:00:00,146.11,121.99,123.37,1487.84
119,2019-12-27 00:00:00,147.29,130.43,121.43,1023.65
120,2019-12-26 23:00:00,154.56,144.99,126.75,606.5
121,2019-12-26 22:00:00,165.65,154.5,185.53,1034.33
122,2019-12-26 21:00:00,165.4,154.55,185.53,1006.5
123,2019-12-26 20:00:00,165.82,155.3,185.53,975.89
124,2019-12-26 19:00:00,165.78,155.33,185.53,969.39
125,2019-12-26 18:00:00,166.05,155.84,185.53,947.13
126,2019-12-26 17:00:00,166.25,156.29,185.53,923.94
127,2019-12-26 16:00:00,166.14,156.31,185.53,911.88
128,2019-12-26 15:00:00,166.19,156.48,185.53,900.75
129,2019-12-26 14:00:00,166.3,156.64,185.53,896.11
130,2019-12-26 13:00:00,166.39,156.12,185.53,952.7
131,2019-12-26 12:00:00,166.07,155.62,185.53,969.39
132,2019-12-26 11:00:00,166.09,155.05,185.53,1024.13
133,2019-12-26 10:00:00,166.06,154.63,185.53,1060.3
134,2019-12-26 09:00:00,165.53,153.65,185.53,1102.05
135,2019-12-26 08:00:00,163.4,149.53,185.53,1286.65
136,2019-12-26 07:00:00,131.11,113.54,185.53,1629.88
137,2019-12-26 06:00:00,111.5,92.15,185.53,1795.0
138,2019-12-26 05:00:00,120.2,93.29,184.98,2488.91
139,2019-12-26 04:00:00,125.49,99.0,183.65,2432.44
140,2019-12-26 03:00:00,131.69,104.63,182.23,2465.57
141,2019-12-26 02:00:00,140.27,110.19,181.5,2729.76
142,2019-12-26 01:00:00,148.79,119.84,180.73,2616.07
143,2019-12-26 00:00:00,152.5,131.92,179.88,1850.97
144,2019-12-25 23:00:00,155.08,144.71,186.51,967.05
145,2019-12-25 22:00:00,166.4,156.66,430.22,2095.17
146,2019-12-25 21:00:00,166.76,157.05,430.22,2088.72
147,2019-12-25 20:00:00,166.91,157.45,430.22,2034.94
148,2019-12-25 19:00:00,166.9,157.28,430.22,2069.36
149,2019-12-25 18:00:00,167.01,157.39,430.22,2069.36
150,2019-12-25 17:00:00,167.39,157.54,430.22,2118.83
151,2019-12-25 16:00:00,167.33,158.1,430.22,1985.47
152,2019-12-25 15:00:00,167.83,158.72,430.22,1959.65
153,2019-12-25 14:00:00,168.18,158.69,430.22,2041.39
154,2019-12-25 13:00:00,168.35,158.66,430.22,2084.42
155,2019-12-25 12:00:00,167.19,157.69,430.22,2043.55
156,2019-12-25 11:00:00,165.83,154.99,430.22,2331.79
157,2019-12-25 10:00:00,156.62,146.49,430.22,2179.06
158,2019-12-25 09:00:00,153.75,141.6,430.22,2613.59
159,2019-12-25 08:00:00,138.87,125.31,430.22,2916.89
160,2019-12-25 07:00:00,121.28,107.76,430.22,2908.29
161,2019-12-25 06:00:00,111.12,90.38,216.95,2249.77
162,2019-12-25 05:00:00,119.25,89.58,92.12,1366.6
163,2019-12-25 04:00:00,122.97,92.93,91.16,1369.22
164,2019-12-25 03:00:00,127.94,96.45,91.15,1435.16
165,2019-12-25 02:00:00,134.48,100.37,90.77,1548.08
166,2019-12-25 01:00:00,140.33,112.29,90.17,1264.18
167,2019-12-25 00:00:00,142.7,124.59,90.04,815.31
168,2019-12-24 23:00:00,145.7,137.72,111.23,443.81
169,2019-12-24 22:00:00,156.99,147.19,430.71,2110.48
170,2019-12-24 21:00:00,157.14,147.3,430.71,2119.09
171,2019-12-24 20:00:00,157.14,147.84,430.71,2002.8
172,2019-12-24 19:00:00,158.02,148.35,430.71,2082.48
173,2019-12-24 18:00:00,158.61,149.2,430.71,2026.49
174,2019-12-24 17:00:00,159.18,149.68,430.71,2045.87
175,2019-12-24 16:00:00,159.98,150.64,430.71,2011.42
176,2019-12-24 15:00:00,160.4,151.58,430.71,1899.43
177,2019-12-24 14:00:00,159.4,150.86,430.71,1839.13
178,2019-12-24 13:00:00,159.4,150.37,430.71,1944.66
179,2019-12-24 12:00:00,159.21,149.75,430.71,2037.26
180,2019-12-24 11:00:00,158.27,148.34,430.71,2138.48
181,2019-12-24 10:00:00,156.31,146.11,430.71,2196.62
182,2019-12-24 09:00:00,152.04,139.8,430.71,2635.95
183,2019-12-24 08:00:00,136.63,122.99,430.71,2937.44
184,2019-12-24 07:00:00,120.46,107.01,430.71,2896.52
185,2019-12-24 06:00:00,110.89,91.33,231.49,2263.97
186,2019-12-24 05:00:00,119.56,90.8,106.78,1535.5
187,2019-12-24 04:00:00,124.01,94.16,106.16,1584.44
188,2019-12-24 03:00:00,129.43,97.06,105.39,1705.74
189,2019-12-24 02:00:00,135.68,100.74,104.82,1831.21
190,2019-12-24 01:00:00,141.26,112.76,103.83,1479.58
191,2019-12-24 00:00:00,143.83,123.97,102.46,1017.43
192,2019-12-23 23:00:00,146.22,137.24,121.49,545.49
193,2019-12-23 22:00:00,157.57,148.17,430.71,2024.34
194,2019-12-23 21:00:00,158.67,149.05,430.71,2071.72
195,2019-12-23 20:00:00,158.51,148.71,430.71,2110.48
196,2019-12-23 19:00:00,158.91,149.51,430.71,2024.34
197,2019-12-23 18:00:00,158.91,149.71,430.71,1981.27
198,2019-12-23 17:00:00,160.14,150.96,430.71,1976.96
199,2019-12-23 16:00:00,160.49,151.73,430.71,1886.51
200,2019-12-23 15:00:00,159.77,150.84,430.71,1923.12
201,2019-12-23 14:00:00,159.77,151.05,430.71,1877.9
202,2019-12-23 13:00:00,159.77,150.9,430.71,1910.2
203,2019-12-23 12:00:00,159.29,150.4,430.71,1914.51
204,2019-12-23 11:00:00,158.67,149.33,430.71,2011.42
205,2019-12-23 10:00:00,157.66,148.35,430.71,2004.96
206,2019-12-23 09:00:00,156.3,146.15,430.71,2185.85
207,2019-12-23 08:00:00,149.76,137.42,430.71,2657.48
208,2019-12-23 07:00:00,125.68,112.23,430.71,2896.52
209,2019-12-23 06:00:00,116.58,94.44,236.86,2622.04
210,2019-12-23 05:00:00,124.6,96.28,108.85,1541.32
211,2019-12-23 04:00:00,126.81,99.88,108.46,1460.41
212,2019-12-23 03:00:00,130.68,101.7,107.88,1563.18
213,2019-12-23 02:00:00,140.29,105.55,107.13,1860.85
214,2019-12-23 01:00:00,147.42,122.63,106.52,1320.32
215,2019-12-23 00:00:00,148.5,130.73,105.38,936.3
216,2019-12-22 23:00:00,151.53,141.38,103.68,526.18
217,2019-12-22 22:00:00,162.15,155.1,380.46,1341.12
218,2019-12-22 21:00:00,163.91,155.56,423.63,1768.66
219,2019-12-22 20:00:00,163.28,155.2,423.63,1711.47
220,2019-12-22 19:00:00,163.59,155.59,423.63,1694.52
221,2019-12-22 18:00:00,163.57,155.78,423.63,1650.04
222,2019-12-22 17:00:00,163.91,155.86,423.63,1705.11
223,2019-12-22 16:00:00,163.97,156.14,423.63,1658.51
224,2019-12-22 15:00:00,164.27,156.66,423.63,1611.91
225,2019-12-22 14:00:00,164.11,156.48,423.63,1616.15
226,2019-12-22 13:00:00,164.2,156.46,423.63,1639.45
227,2019-12-22 12:00:00,163.32,155.01,423.63,1760.18
228,2019-12-22 11:00:00,160.67,151.88,423.63,1861.85
229,2019-12-22 10:00:00,158.42,149.18,423.63,1957.17
230,2019-12-22 09:00:00,156.9,146.71,423.63,2158.39
231,2019-12-22 08:00:00,153.66,142.05,423.63,2459.17
232,2019-12-22 07:00:00,131.99,118.43,423.63,2872.21
233,2019-12-22 06:00:00,113.1,96.1,296.11,2516.94
234,2019-12-22 05:00:00,122.21,90.94,109.51,1712.19
235,2019-12-22 04:00:00,126.56,95.4,108.71,1693.7
236,2019-12-22 03:00:00,130.55,99.96,105.6,1615.15
237,2019-12-22 02:00:00,134.95,102.57,103.18,1670.48
238,2019-12-22 01:00:00,143.61,114.38,102.75,1501.69
239,2019-12-22 00:00:00,145.87,127.69,102.24,929.36
240,2019-12-21 23:00:00,148.88,138.19,101.05,540.11
241,2019-12-21 22:00:00,159.21,151.77,383.55,1426.81
242,2019-12-21 21:00:00,160.62,152.22,427.41,1795.12
243,2019-12-21 20:00:00,163.59,154.91,427.41,1854.96
244,2019-12-21 19:00:00,164.17,155.57,427.41,1837.86
245,2019-12-21 18:00:00,163.62,155.79,427.41,1673.31
246,2019-12-21 17:00:00,163.97,156.27,427.41,1645.53
247,2019-12-21 16:00:00,164.29,157.02,427.41,1553.64
248,2019-12-21 15:00:00,164.75,157.74,427.41,1498.07
249,2019-12-21 14:00:00,164.69,157.4,427.41,1557.91
250,2019-12-21 13:00:00,164.64,157.15,427.41,1600.65
251,2019-12-21 12:00:00,162.65,154.09,427.41,1829.31
252,2019-12-21 11:00:00,159.78,150.95,427.41,1887.02
253,2019-12-21 10:00:00,158.65,149.44,427.41,1968.22
254,2019-12-21 09:00:00,156.74,147.31,427.41,2015.24
255,2019-12-21 08:00:00,152.1,139.97,427.41,2592.24
256,2019-12-21 07:00:00,131.61,117.84,427.41,2942.72
257,2019-12-21 06:00:00,115.9,98.6,304.32,2632.37
258,2019-12-21 05:00:00,125.85,92.8,122.89,2030.76
259,2019-12-21 04:00:00,130.28,93.9,122.68,2231.55
260,2019-12-21 03:00:00,133.97,99.89,121.67,2073.26
261,2019-12-21 02:00:00,135.36,109.32,120.68,1571.25
262,2019-12-21 01:00:00,140.87,121.46,119.47,1159.46
263,2019-12-21 00:00:00,145.78,126.27,118.16,1152.65
264,2019-12-20 23:00:00,149.39,137.4,116.14,696.26
265,2019-12-20 22:00:00,159.54,152.09,387.71,1444.22
266,2019-12-20 21:00:00,162.87,154.19,430.34,1867.68
267,2019-12-20 20:00:00,164.13,155.24,430.34,1912.86
268,2019-12-20 19:00:00,163.82,155.65,430.34,1757.94
269,2019-12-20 18:00:00,163.76,156.08,430.34,1652.51
270,2019-12-20 17:00:00,164.45,157.52,430.34,1491.13
271,2019-12-20 16:00:00,164.23,157.54,430.34,1439.49
272,2019-12-20 15:00:00,164.14,157.63,430.34,1400.76
273,2019-12-20 14:00:00,164.2,157.19,430.34,1508.34
274,2019-12-20 13:00:00,164.27,157.0,430.34,1564.29
275,2019-12-20 12:00:00,163.71,155.75,430.34,1712.75
276,2019-12-20 11:00:00,161.78,152.92,430.34,1906.41
277,2019-12-20 10:00:00,158.55,149.2,430.34,2011.84
278,2019-12-20 09:00:00,155.63,145.07,430.34,2272.2
279,2019-12-20 08:00:00,147.05,133.53,430.34,2909.1
280,2019-12-20 07:00:00,128.39,114.21,430.34,3051.11
281,2019-12-20 06:00:00,110.11,92.47,312.46,2755.9
282,2019-12-20 05:00:00,119.81,90.02,135.65,2020.51
283,2019-12-20 04:00:00,122.88,93.29,133.4,1973.65
284,2019-12-20 03:00:00,127.33,96.78,130.98,2000.72
285,2019-12-20 02:00:00,133.01,100.07,129.8,2137.81
286,2019-12-20 01:00:00,138.57,107.03,128.94,2033.38
287,2019-12-20 00:00:00,141.96,121.37,127.82,1315.91
288,2019-12-19 23:00:00,143.5,130.93,125.21,786.94
289,2019-12-19 22:00:00,154.95,146.85,378.13,1531.43
290,2019-12-19 21:00:00,156.48,147.46,417.77,1884.14
291,2019-12-19 20:00:00,157.68,148.27,417.77,1965.61
292,2019-12-19 19:00:00,159.92,151.22,417.77,1817.3
293,2019-12-19 18:00:00,163.03,154.67,417.77,1746.28
294,2019-12-19 17:00:00,163.67,155.83,417.77,1637.66
295,2019-12-19 16:00:00,163.69,155.94,417.77,1618.86
296,2019-12-19 15:00:00,164.03,156.16,417.77,1643.92
297,2019-12-19 14:00:00,163.37,155.09,417.77,1729.57
298,2019-12-19 13:00:00,163.16,155.67,417.77,1564.55
299,2019-12-19 12:00:00,168.54,159.54,417.77,1879.96
300,2019-12-19 11:00:00,167.22,157.53,417.77,2024.1
301,2019-12-19 10:00:00,166.26,156.25,417.77,2090.94
302,2019-12-19 09:00:00,166.16,155.18,417.77,2293.56
303,2019-12-19 08:00:00,164.59,151.38,417.77,2759.37
304,2019-12-19 07:00:00,141.45,123.37,417.77,3776.64
305,2019-12-19 06:00:00,111.77,92.39,307.95,2984.04
306,2019-12-19 05:00:00,124.42,92.96,150.17,2362.17
307,2019-12-19 04:00:00,125.66,97.73,154.02,2150.89
308,2019-12-19 03:00:00,129.17,101.35,152.74,2124.61
309,2019-12-19 02:00:00,136.89,103.07,150.95,2552.56
310,2019-12-19 01:00:00,148.42,116.02,149.97,2429.51
311,2019-12-19 00:00:00,149.42,128.27,150.71,1593.76
312,2019-12-18 23:00:00,153.6,140.66,149.32,966.1
313,2019-12-18 22:00:00,164.72,156.38,376.97,1571.96
314,2019-12-18 21:00:00,163.06,152.52,413.86,2181.04
315,2019-12-18 20:00:00,158.14,148.75,413.86,1943.07
316,2019-12-18 19:00:00,159.59,150.79,413.86,1820.98
317,2019-12-18 18:00:00,161.05,152.93,413.86,1680.27
318,2019-12-18 17:00:00,162.52,154.67,413.86,1624.4
319,2019-12-18 16:00:00,163.71,156.04,413.86,1587.15
320,2019-12-18 15:00:00,163.04,154.58,413.86,1750.63
321,2019-12-18 14:00:00,162.51,153.97,413.86,1767.18
322,2019-12-18 13:00:00,166.41,158.3,413.86,1678.2
323,2019-12-18 12:00:00,168.02,158.9,413.86,1887.2
324,2019-12-18 11:00:00,166.88,157.07,413.86,2029.98
325,2019-12-18 10:00:00,166.23,155.9,413.86,2137.59
326,2019-12-18 09:00:00,166.22,154.55,413.86,2414.87
327,2019-12-18 08:00:00,164.64,151.3,413.86,2760.45
328,2019-12-18 07:00:00,141.93,123.83,413.86,3745.43
329,2019-12-18 06:00:00,110.09,91.54,327.11,3033.95
330,2019-12-18 05:00:00,121.07,88.92,169.64,2726.96
331,2019-12-18 04:00:00,123.77,92.33,161.25,2534.85
332,2019-12-18 03:00:00,126.65,97.4,160.63,2349.21
333,2019-12-18 02:00:00,130.89,100.45,157.75,2400.95
334,2019-12-18 01:00:00,139.06,107.22,147.27,2344.54
335,2019-12-18 00:00:00,143.6,121.49,143.31,1584.29
336,2019-12-17 23:00:00,145.47,132.45,142.61,928.39
337,2019-12-17 22:00:00,156.23,148.06,390.92,1596.91
338,2019-12-17 21:00:00,158.61,149.14,429.61,2034.2
339,2019-12-17 20:00:00,159.54,150.55,429.61,1931.1
340,2019-12-17 19:00:00,160.64,152.02,429.61,1851.62
341,2019-12-17 18:00:00,162.59,154.23,429.61,1795.77
342,2019-12-17 17:00:00,163.62,155.69,429.61,1703.4
343,2019-12-17 16:00:00,163.47,155.86,429.61,1634.67
344,2019-12-17 15:00:00,163.59,155.65,429.61,1705.55
345,2019-12-17 14:00:00,163.15,155.24,429.61,1699.11
346,2019-12-17 13:00:00,163.66,156.17,429.61,1608.89
347,2019-12-17 12:00:00,168.26,159.21,429.61,1943.99
348,2019-12-17 11:00:00,166.91,157.46,429.61,2029.91
349,2019-12-17 10:00:00,165.98,156.0,429.61,2143.75
350,2019-12-17 09:00:00,165.79,153.95,429.61,2543.29
351,2019-12-17 08:00:00,163.82,150.25,429.61,2914.9
352,2019-12-17 07:00:00,140.66,122.49,429.61,3903.01
353,2019-12-17 06:00:00,111.7,92.23,310.41,3021.84
354,2019-12-17 05:00:00,124.6,92.76,117.33,1867.89
355,2019-12-17 04:00:00,125.59,96.81,116.99,1683.49
356,2019-12-17 03:00:00,129.59,99.38,122.11,1844.47
357,2019-12-17 02:00:00,138.26,101.41,116.27,2142.27
358,2019-12-17 01:00:00,147.15,116.69,113.94,1735.31
359,2019-12-17 00:00:00,147.89,126.95,124.2,1300.37
360,2019-12-16 23:00:00,151.92,138.86,121.44,793.0
361,2019-12-16 22:00:00,164.59,156.15,376.29,1587.94
362,2019-12-16 21:00:00,166.5,155.82,415.93,2221.07
363,2019-12-16 20:00:00,158.56,149.27,415.93,1931.99
364,2019-12-16 19:00:00,160.08,151.47,415.93,1790.58
365,2019-12-16 18:00:00,163.89,155.53,415.93,1738.59
366,2019-12-16 17:00:00,163.88,155.97,415.93,1645.0
367,2019-12-16 16:00:00,163.58,156.4,415.93,1493.19
368,2019-12-16 15:00:00,163.75,156.38,415.93,1532.7
369,2019-12-16 14:00:00,163.53,155.68,415.93,1632.53
370,2019-12-16 13:00:00,162.93,154.64,415.93,1724.03
371,2019-12-16 12:00:00,165.82,157.84,415.93,1659.56
372,2019-12-16 11:00:00,167.3,158.02,415.93,1929.92
373,2019-12-16 10:00:00,166.19,156.55,415.93,2004.78
374,2019-12-16 09:00:00,165.73,155.0,415.93,2231.46
375,2019-12-16 08:00:00,140.5,112.51,213.87,2993.11
376,2019-12-16 07:00:00,131.93,98.35,144.87,2432.37
377,2019-12-16 06:00:00,131.93,98.35,144.87,2432.37
378,2019-12-16 05:00:00,131.93,98.35,144.87,2432.37
379,2019-12-16 04:00:00,131.93,98.35,144.87,2432.37
380,2019-12-16 03:00:00,131.93,98.35,144.87,2432.37
381,2019-12-16 02:00:00,131.93,98.35,144.87,2432.37
382,2019-12-16 01:00:00,131.93,98.35,144.87,2432.37
383,2019-12-16 00:00:00,131.93,98.35,144.87,2432.37
384,2019-12-15 23:00:00,131.93,98.35,144.87,2432.37
385,2019-12-15 22:00:00,131.93,98.35,144.87,2432.37
386,2019-12-15 21:00:00,131.93,98.35,144.87,2432.37
387,2019-12-15 20:00:00,131.93,98.35,144.87,2432.37
388,2019-12-15 19:00:00,131.93,98.35,144.87,2432.37
389,2019-12-15 18:00:00,131.93,98.35,144.87,2432.37
390,2019-12-15 17:00:00,131.93,98.35,144.87,2432.37
391,2019-12-15 16:00:00,131.93,98.35,144.87,2432.37
392,2019-12-15 15:00:00,131.93,98.35,144.87,2432.37
393,2019-12-15 14:00:00,131.93,98.35,144.87,2432.37
394,2019-12-15 13:00:00,131.93,98.35,144.87,2432.37
395,2019-12-15 12:00:00,131.93,98.35,144.87,2432.37
396,2019-12-15 11:00:00,131.93,98.35,144.87,2432.37
397,2019-12-15 10:00:00,131.93,98.35,144.87,2432.37
398,2019-12-15 09:00:00,131.93,98.35,144.87,2432.37
399,2019-12-15 08:00:00,131.93,98.35,144.87,2432.37
400,2019-12-15 07:00:00,131.93,98.35,144.87,2432.37
401,2019-12-15 06:00:00,131.93,98.35,144.87,2432.37
402,2019-12-15 05:00:00,131.93,98.35,144.87,2432.37
403,2019-12-15 04:00:00,131.93,98.35,144.87,2432.37
404,2019-12-15 03:00:00,133.36,98.66,147.2,2553.92
405,2019-12-15 02:00:00,140.53,101.45,148.73,2906.18
406,2019-12-15 01:00:00,147.23,118.29,148.46,2148.22
407,2019-12-15 00:00:00,149.13,126.0,144.95,1676.35
408,2019-12-14 23:00:00,152.93,136.89,145.21,1164.58
409,2019-12-14 22:00:00,164.47,154.99,388.19,1840.02
410,2019-12-14 21:00:00,166.16,155.71,424.24,2216.65
411,2019-12-14 20:00:00,165.99,155.89,424.24,2142.41
412,2019-12-14 19:00:00,165.86,156.03,424.24,2085.14
413,2019-12-14 18:00:00,165.87,156.26,424.24,2038.47
414,2019-12-14 17:00:00,166.14,157.11,424.24,1915.44
415,2019-12-14 16:00:00,166.14,157.54,424.24,1824.23
416,2019-12-14 15:00:00,166.17,157.56,424.24,1826.35
417,2019-12-14 14:00:00,165.9,157.25,424.24,1834.84
418,2019-12-14 13:00:00,165.9,156.99,424.24,1889.99
419,2019-12-14 12:00:00,165.75,156.2,424.24,2025.75
420,2019-12-14 11:00:00,165.53,155.88,424.24,2046.96
421,2019-12-14 10:00:00,165.08,155.28,424.24,2078.78
422,2019-12-14 09:00:00,167.42,159.03,424.24,1779.69
423,2019-12-14 08:00:00,167.54,158.43,424.24,1932.41
424,2019-12-14 07:00:00,154.08,139.97,424.24,2993.01
425,2019-12-14 06:00:00,120.8,101.37,315.88,3068.77
426,2019-12-14 05:00:00,131.1,94.93,163.35,2954.18
427,2019-12-14 04:00:00,135.09,96.6,162.7,3131.16
428,2019-12-14 03:00:00,135.81,101.7,161.84,2760.18
429,2019-12-14 02:00:00,138.86,108.49,160.74,2440.84
430,2019-12-14 01:00:00,145.4,122.51,160.53,1837.27
431,2019-12-14 00:00:00,150.89,129.01,159.56,1745.59
432,2019-12-13 23:00:00,155.81,141.16,156.11,1143.51
433,2019-12-13 22:00:00,164.94,156.43,388.79,1654.3
434,2019-12-13 21:00:00,165.58,155.99,425.7,2041.23
435,2019-12-13 20:00:00,165.31,155.58,425.7,2071.03
436,2019-12-13 19:00:00,165.15,155.86,425.7,1977.38
